DateTime,Calsada,Bato,Buhi,Ombao,Camaligan,Balongay,Sipocot
2024-11-02 22,1.23,NaN,0.67,4.03,0.7,NaN,-0.05 
2024-11-02 23,1.23,NaN,0.67,4.01,0.51,NaN,-0.05 
2024-11-03 00,1.24,NaN,0.67,4,0.34,NaN,-0.06 
2024-11-03 01,1.23,NaN,0.67,3.99,0.19,NaN,-0.06 
2024-11-03 02,1.23,NaN,0.66,3.98,0.12,NaN,-0.06 
2024-11-03 03,1.23,NaN,0.67,3.97,0.1,NaN,-0.07 
2024-11-03 04,1.23,NaN,0.66,3.96,0.09,NaN,-0.07 
2024-11-03 05,1.23,NaN,0.66,3.95,0.4,NaN,-0.07 
2024-11-03 06,1.23,NaN,0.66,3.94,0.68,NaN,-0.07 
2024-11-03 07,1.23,NaN,0.66,3.92,0.82,NaN,-0.07 
2024-11-03 08,1.22,NaN,0.66,3.91,0.89,NaN,-0.07 
2024-11-03 09,1.23,NaN,0.66,3.9,0.83,NaN,-0.07 
2024-11-03 10,1.23,NaN,0.67,3.89,0.69,NaN,-0.07 
2024-11-03 11,1.23,NaN,0.66,3.88,0.52,NaN,-0.06 
2024-11-03 12,1.23,NaN,0.66,3.87,0.33,NaN,-0.06 
2024-11-03 13,1.23,NaN,0.66,3.86,0.16,NaN,-0.06 
2024-11-03 14,1.27,NaN,0.67,3.85,0.11,NaN,-0.06 
2024-11-03 15,1.27,NaN,0.67,3.84,0.1,NaN,-0.05 
2024-11-03 16,1.28,NaN,0.67,3.84,0.25,NaN,-0.05 
2024-11-03 17,1.27,NaN,0.67,3.83,0.76,NaN,-0.05 
2024-11-03 18,1.3,NaN,0.66,3.82,0.95,NaN,-0.05 
2024-11-03 19,1.27,NaN,0.66,3.81,0.99,NaN,-0.05 
2024-11-03 20,1.27,NaN,0.66,3.8,1,NaN,-0.04 
2024-11-03 21,1.26,NaN,0.66,3.79,0.9,NaN,-0.02 
2024-11-03 22,1.25,NaN,0.66,3.78,0.71,NaN,-0.02 
2024-11-03 23,1.24,NaN,0.66,3.77,0.5,NaN,-0.01 
2024-11-04 00,1.23,NaN,0.66,3.76,0.32,NaN,-0.01 
2024-11-04 01,1.22,NaN,0.66,3.75,0.14,NaN,-0.01 
2024-11-04 02,1.21,NaN,0.66,3.74,0.1,NaN,-0.01 
2024-11-04 03,1.21,NaN,0.66,3.73,-0.04,NaN,0 
2024-11-04 04,1.21,NaN,0.66,3.72,-0.18,NaN,0.03 
2024-11-04 05,1.2,NaN,0.66,3.71,0.07,NaN,0.06 
2024-11-04 06,1.2,NaN,0.66,3.7,0.51,NaN,0.09 
2024-11-04 07,1.2,NaN,0.65,3.69,0.69,NaN,0.17 
2024-11-04 08,1.2,NaN,0.65,3.68,0.77,NaN,0.33 
2024-11-04 09,1.19,NaN,0.65,3.67,0.78,NaN,0.46 
2024-11-04 10,1.19,NaN,0.65,3.66,0.68,NaN,0.51 
2024-11-04 11,1.18,NaN,0.65,3.65,0.5,NaN,0.51 
2024-11-04 12,1.18,NaN,0.65,3.64,0.34,NaN,0.49 
2024-11-04 13,1.2,NaN,0.66,3.64,0.14,NaN,0.45 
2024-11-04 14,1.18,NaN,0.66,3.63,0.06,NaN,0.42 
2024-11-04 15,1.17,NaN,0.66,3.62,-0.02,NaN,0.39 
2024-11-04 16,1.17,NaN,0.66,3.61,0,NaN,0.37 
2024-11-04 17,1.17,NaN,0.65,3.6,0.44,NaN,0.37 
2024-11-04 18,1.16,NaN,0.65,3.6,0.86,NaN,0.38 
2024-11-04 19,1.16,NaN,0.65,3.59,0.92,NaN,0.4 
2024-11-04 20,1.16,NaN,0.65,3.58,0.93,NaN,0.42 
2024-11-04 21,1.16,NaN,0.65,3.57,0.88,NaN,0.42 
2024-11-04 22,1.16,NaN,0.65,3.56,0.71,NaN,0.42 
2024-11-04 23,1.16,NaN,0.65,3.55,0.49,NaN,0.4 
2024-11-05 00,1.15,NaN,0.65,3.55,0.28,NaN,0.38 
2024-11-05 01,1.16,NaN,0.65,3.54,0.1,NaN,0.36 
2024-11-05 02,1.16,NaN,0.65,3.53,-0.04,NaN,0.34 
2024-11-05 03,1.16,NaN,0.65,3.52,-0.27,NaN,0.32 
2024-11-05 04,1.16,NaN,0.65,3.52,-0.33,NaN,0.29 
2024-11-05 05,1.15,NaN,0.64,3.51,-0.2,NaN,0.27 
2024-11-05 06,1.15,NaN,0.64,3.5,0.19,NaN,0.25 
2024-11-05 07,1.14,NaN,0.64,3.49,0.51,NaN,0.23 
2024-11-05 08,1.14,NaN,0.64,3.49,0.72,NaN,0.21 
2024-11-05 09,1.14,NaN,0.64,3.48,0.77,NaN,0.19 
2024-11-05 10,1.13,NaN,0.64,3.47,0.69,NaN,0.18 
2024-11-05 11,1.13,NaN,0.64,3.46,0.51,NaN,0.18 
2024-11-05 12,1.25,NaN,0.64,3.46,0.38,NaN,0.19 
2024-11-05 13,1.22,NaN,0.64,3.45,0.17,NaN,0.22 
2024-11-05 14,1.18,NaN,0.64,3.44,0.05,NaN,0.27 
2024-11-05 15,1.15,NaN,0.63,3.43,-0.06,NaN,0.33 
2024-11-05 16,1.5,NaN,0.63,3.43,-0.04,NaN,0.44 
2024-11-05 17,1.31,NaN,0.63,3.42,0.16,NaN,0.6 
2024-11-05 18,1.33,NaN,0.63,3.41,0.61,NaN,0.73 
2024-11-05 19,1.26,NaN,0.63,3.41,0.83,NaN,0.83 
2024-11-05 20,1.23,NaN,0.63,3.4,0.86,NaN,0.88 
2024-11-05 21,1.21,NaN,0.63,3.39,0.89,NaN,0.91 
2024-11-05 22,1.19,NaN,0.63,3.39,0.76,NaN,0.92 
2024-11-05 23,1.18,NaN,0.63,3.38,0.56,NaN,0.93 
2024-11-06 00,1.18,NaN,0.63,3.37,0.37,NaN,0.94 
2024-11-06 01,1.17,NaN,0.63,3.37,0.15,NaN,0.98 
2024-11-06 02,1.17,NaN,0.63,3.36,0.01,NaN,1.07 
2024-11-06 03,1.17,NaN,0.63,3.36,-0.25,NaN,1.17 
2024-11-06 04,1.17,NaN,0.63,3.35,-0.37,NaN,1.27 
2024-11-06 05,1.16,NaN,0.63,3.34,-0.37,NaN,1.32 
2024-11-06 06,1.16,NaN,0.63,3.34,-0.03,NaN,1.31 
2024-11-06 07,1.15,NaN,0.63,3.33,0.37,NaN,1.27 
2024-11-06 08,1.14,NaN,0.63,3.32,0.56,NaN,1.21 
2024-11-06 09,1.14,NaN,0.64,3.32,0.62,NaN,1.14 
2024-11-06 10,1.12,NaN,0.63,3.31,0.61,NaN,1.07 
2024-11-06 11,1.11,NaN,0.63,3.31,0.55,NaN,1.01 
2024-11-06 12,1.11,NaN,0.63,3.3,0.42,NaN,0.95 
2024-11-06 13,1.08,NaN,0.63,3.29,0.26,NaN,0.89 
2024-11-06 14,1.09,NaN,0.64,3.29,0.09,NaN,0.91 
2024-11-06 15,1.09,NaN,0.63,3.28,0,NaN,0.91 
2024-11-06 16,1.09,NaN,0.63,3.28,-0.09,NaN,0.92 
2024-11-06 17,1.09,NaN,0.63,3.27,-0.03,NaN,0.93 
2024-11-06 18,1.1,NaN,0.63,3.26,0.4,NaN,0.93 
2024-11-06 19,1.12,NaN,0.63,3.25,0.76,NaN,0.9 
2024-11-06 20,1.13,NaN,0.63,3.25,0.86,NaN,0.89 
2024-11-06 21,1.12,NaN,0.63,3.24,0.84,NaN,NaN 
2024-11-06 22,1.1,NaN,0.63,3.23,0.74,NaN,0.91 
2024-11-06 23,1.1,NaN,0.62,3.23,0.56,NaN,0.89 
2024-11-07 00,1.09,NaN,0.62,3.22,0.38,NaN,0.85 
2024-11-07 01,1.09,NaN,0.62,3.22,0.17,NaN,0.8 
2024-11-07 02,1.09,NaN,0.62,3.21,-0.05,NaN,0.75 
2024-11-07 03,1.08,NaN,0.62,3.21,-0.27,NaN,0.69 
2024-11-07 04,1.08,NaN,0.62,3.2,-0.39,NaN,0.64 
2024-11-07 05,1.08,NaN,0.62,3.19,-0.45,NaN,0.59 
2024-11-07 06,1.08,NaN,0.62,3.18,-0.35,NaN,0.55 
2024-11-07 07,1.07,NaN,0.62,3.18,0.09,NaN,0.51 
2024-11-07 08,1.07,NaN,0.62,3.17,0.34,NaN,0.47 
2024-11-07 09,1.07,NaN,0.62,3.16,0.46,NaN,0.45 
2024-11-07 10,1.06,NaN,0.62,3.16,0.56,NaN,0.42 
2024-11-07 11,1.06,NaN,0.62,3.15,0.56,NaN,0.39 
2024-11-07 12,1.06,NaN,0.62,3.14,0.48,NaN,0.37 
2024-11-07 13,1.06,NaN,0.62,3.14,0.32,NaN,0.35 
2024-11-07 14,1.06,NaN,0.62,3.13,0.14,NaN,0.34 
2024-11-07 15,1.05,NaN,0.62,3.12,0.05,NaN,0.32 
2024-11-07 16,1.05,NaN,0.62,3.12,-0.05,NaN,0.3 
2024-11-07 17,1.04,NaN,0.62,3.11,-0.1,NaN,0.28 
2024-11-07 18,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-07 19,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-07 20,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-07 21,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-07 22,1.04,NaN,0.62,3.07,0.77,NaN,0.21 
2024-11-07 23,1.04,NaN,0.62,3.07,0.62,NaN,0.2 
2024-11-08 00,1.04,NaN,0.62,3.06,0.41,NaN,0.19 
2024-11-08 01,1.04,NaN,0.62,3.05,0.22,NaN,0.18 
2024-11-08 02,1.04,NaN,0.62,3.05,0.07,NaN,0.17 
2024-11-08 03,1.04,NaN,0.62,3.04,-0.08,NaN,0.16 
2024-11-08 04,1.04,NaN,0.62,3.03,-0.37,NaN,0.15 
2024-11-08 05,1.04,NaN,0.62,3.02,-0.51,NaN,0.14 
2024-11-08 06,1.04,NaN,0.62,3.02,-0.52,NaN,0.13 
2024-11-08 07,1.04,NaN,0.62,3.01,-0.29,NaN,0.12 
2024-11-08 08,1.04,NaN,0.62,3,0.01,NaN,0.12 
2024-11-08 09,1.04,NaN,0.62,2.99,0.24,NaN,0.11 
2024-11-08 10,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-08 11,1.02,NaN,0.62,2.98,0.33,NaN,0.1 
2024-11-08 12,1.02,NaN,0.62,2.97,0.31,NaN,0.1 
2024-11-08 13,1.02,NaN,0.62,2.97,0.34,NaN,0.09 
2024-11-08 14,1.01,NaN,0.62,2.96,0.29,NaN,0.09 
2024-11-08 15,1,NaN,0.62,2.95,0.12,NaN,0.08 
2024-11-08 16,1,NaN,0.62,2.94,0.02,NaN,0.08 
2024-11-08 17,1,NaN,0.62,2.93,-0.06,NaN,0.07 
2024-11-08 18,1,NaN,0.62,2.93,-0.05,NaN,0.07 
2024-11-08 19,1,NaN,0.62,2.92,0.15,NaN,0.06 
2024-11-08 20,1,NaN,0.62,2.91,0.24,NaN,0.07 
2024-11-08 21,1,NaN,0.62,2.9,0.44,NaN,0.07 
2024-11-08 22,1,NaN,0.62,2.9,0.57,NaN,0.08 
2024-11-08 23,1,NaN,0.62,2.89,0.57,NaN,0.08 
2024-11-09 00,1,NaN,0.62,2.88,0.47,NaN,0.09 
2024-11-09 01,1,NaN,0.62,2.87,0.37,NaN,0.09 
2024-11-09 02,1,NaN,0.62,2.87,0.18,NaN,0.08 
2024-11-09 03,1,NaN,0.61,2.86,0.06,NaN,0.07 
2024-11-09 04,0.99,NaN,0.61,2.85,-0.08,NaN,0.07 
2024-11-09 05,0.99,NaN,0.62,2.85,-0.37,NaN,0.06 
2024-11-09 06,1,NaN,0.62,2.84,-0.47,NaN,0.05 
2024-11-09 07,0.99,NaN,0.62,2.83,-0.54,NaN,0.05 
2024-11-09 08,0.99,NaN,0.62,2.82,-0.4,NaN,0.04 
2024-11-09 09,0.99,NaN,0.62,2.81,-0.09,NaN,0.04 
2024-11-09 10,0.99,NaN,0.62,2.81,0.13,NaN,0.03 
2024-11-09 11,0.97,NaN,0.62,2.8,0.17,NaN,0.02 
2024-11-09 12,0.96,NaN,0.61,2.79,0.2,NaN,0.02 
2024-11-09 13,0.95,NaN,0.61,2.78,0.28,NaN,0.02 
2024-11-09 14,0.94,NaN,0.62,2.77,0.32,NaN,0.01 
2024-11-09 15,0.93,NaN,0.61,2.77,0.26,NaN,0.01 
2024-11-09 16,0.92,NaN,0.62,2.76,0.11,NaN,0 
2024-11-09 17,0.92,NaN,0.62,2.75,0.01,NaN,0 
2024-11-09 18,0.9,NaN,0.61,2.74,-0.1,NaN,-0.01 
2024-11-09 19,0.91,NaN,0.61,2.74,-0.13,NaN,-0.01 
2024-11-09 20,0.91,NaN,0.61,2.73,-0.13,NaN,-0.01 
2024-11-09 21,0.91,NaN,0.61,2.72,-0.04,NaN,-0.02 
2024-11-09 22,0.91,NaN,0.61,2.71,0.22,NaN,-0.02 
2024-11-09 23,0.91,NaN,0.61,2.7,0.37,NaN,-0.02 
2024-11-10 00,0.91,NaN,0.61,2.7,0.45,NaN,-0.03 
2024-11-10 01,0.91,NaN,0.61,2.69,0.45,NaN,-0.03 
2024-11-10 02,0.91,NaN,0.61,2.68,0.31,NaN,-0.04 
2024-11-10 03,0.92,NaN,0.61,2.68,0.21,NaN,-0.04 
2024-11-10 04,0.91,NaN,0.6,2.67,0.09,NaN,-0.04 
2024-11-10 05,0.92,NaN,0.61,2.66,-0.01,NaN,-0.04 
2024-11-10 06,0.92,NaN,0.61,2.65,-0.25,NaN,-0.04 
2024-11-10 07,0.92,NaN,0.6,2.65,-0.41,NaN,-0.04 
2024-11-10 08,0.92,NaN,0.6,2.64,-0.45,NaN,-0.04 
2024-11-10 09,0.93,NaN,0.6,2.63,-0.25,NaN,-0.03 
2024-11-10 10,0.93,NaN,0.6,2.63,-0.21,NaN,0.02 
2024-11-10 11,0.93,NaN,0.6,2.62,0.09,NaN,0.05 
2024-11-10 12,0.94,NaN,0.6,2.61,0.2,NaN,0.07 
2024-11-10 13,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-10 14,0.93,NaN,0.6,2.6,0.64,NaN,0.11 
2024-11-10 15,0.93,NaN,0.6,2.6,0.61,NaN,0.15 
2024-11-10 16,0.94,NaN,0.6,2.59,0.47,NaN,0.2 
2024-11-10 17,0.94,NaN,0.6,2.58,0.26,NaN,0.26 
2024-11-10 18,0.93,NaN,0.6,2.58,0.07,NaN,0.33 
2024-11-10 19,0.93,NaN,0.6,2.57,0,NaN,0.41 
2024-11-10 20,0.93,NaN,0.6,2.57,-0.11,NaN,0.48 
2024-11-10 21,0.93,NaN,0.6,2.56,-0.18,NaN,0.53 
2024-11-10 22,0.92,NaN,0.6,2.55,-0.13,NaN,0.55 
2024-11-10 23,0.92,NaN,0.6,2.55,-0.04,NaN,0.55 
2024-11-11 00,0.93,NaN,0.6,2.54,0.24,NaN,0.52 
2024-11-11 01,0.93,NaN,0.6,2.54,0.4,NaN,0.5 
2024-11-11 02,0.93,NaN,0.6,2.54,0.48,NaN,0.48 
2024-11-11 03,0.93,NaN,0.6,2.53,0.49,NaN,0.45 
2024-11-11 04,0.93,NaN,0.6,2.53,0.36,NaN,0.42 
2024-11-11 05,0.93,NaN,0.6,2.52,0.1,NaN,0.39 
2024-11-11 06,0.93,NaN,0.6,2.52,-0.03,NaN,0.36 
2024-11-11 07,0.93,NaN,0.6,2.51,-0.34,NaN,0.33 
2024-11-11 08,0.92,NaN,0.6,2.5,-0.54,NaN,0.3 
2024-11-11 09,0.91,NaN,0.6,2.5,-0.62,NaN,0.28 
2024-11-11 10,0.93,NaN,0.6,2.5,-0.57,NaN,0.26 
2024-11-11 11,0.95,NaN,0.6,2.49,-0.43,NaN,0.23 
2024-11-11 12,0.95,NaN,0.6,2.48,-0.37,NaN,0.21 
2024-11-11 13,0.95,NaN,0.6,2.48,-0.2,NaN,0.2 
2024-11-11 14,0.94,NaN,0.6,2.47,0.36,NaN,0.18 
2024-11-11 15,0.94,NaN,0.6,2.47,0.69,NaN,0.16 
2024-11-11 16,0.94,NaN,0.61,2.46,0.65,NaN,0.15 
2024-11-11 17,0.94,NaN,0.61,2.46,0.47,NaN,0.14 
2024-11-11 18,0.92,NaN,0.61,2.45,0.14,NaN,0.12 
2024-11-11 19,0.91,NaN,0.6,2.44,0.03,NaN,0.11 
2024-11-11 20,0.89,NaN,0.6,2.44,-0.15,NaN,0.1 
2024-11-11 21,0.89,NaN,0.6,2.43,-0.51,NaN,0.09 
2024-11-11 22,0.88,NaN,0.6,2.43,-0.57,NaN,0.08 
2024-11-11 23,0.88,NaN,0.6,2.42,-0.5,NaN,0.07 
2024-11-12 00,0.87,NaN,0.6,2.42,-0.42,NaN,0.06 
2024-11-12 01,0.87,NaN,0.6,2.41,0.15,NaN,0.05 
2024-11-12 02,0.88,NaN,0.6,2.4,0.59,NaN,0.04 
2024-11-12 03,0.87,NaN,0.6,2.4,0.69,NaN,0.04 
2024-11-12 04,0.87,NaN,0.6,2.39,0.64,NaN,0.03 
2024-11-12 05,0.87,NaN,0.6,2.39,0.45,NaN,0.02 
2024-11-12 06,0.87,NaN,0.6,2.38,0.17,NaN,0.02 
2024-11-12 07,0.87,NaN,0.6,2.38,-0.06,NaN,0.01 
2024-11-12 08,0.87,NaN,0.6,2.37,-0.35,NaN,0.01 
2024-11-12 09,0.87,NaN,0.6,2.37,-0.57,NaN,0 
2024-11-12 10,0.86,NaN,0.6,2.36,-0.7,NaN,0 
2024-11-12 11,0.86,NaN,0.59,2.35,-0.67,NaN,0 
2024-11-12 12,0.84,NaN,0.6,2.35,-0.55,NaN,-0.01 
2024-11-12 13,0.82,NaN,0.6,2.34,-0.02,NaN,-0.01 
2024-11-12 14,0.8,NaN,0.6,2.34,0.52,NaN,-0.02 
2024-11-12 15,0.79,NaN,0.6,2.33,0.78,NaN,-0.02 
2024-11-12 16,1.29,NaN,0.6,2.33,0.86,NaN,-0.03 
2024-11-12 17,1.01,NaN,0.59,2.32,0.8,NaN,-0.03 
2024-11-12 18,1.07,NaN,0.6,2.31,0.6,NaN,-0.03 
2024-11-12 19,1.01,NaN,0.59,2.31,0.29,NaN,-0.03 
2024-11-12 20,1.08,NaN,0.59,2.3,0.05,NaN,-0.04 
2024-11-12 21,1.06,NaN,0.59,2.3,-0.09,NaN,-0.04 
2024-11-12 22,1,NaN,0.59,2.29,-0.58,NaN,-0.04 
2024-11-12 23,0.94,NaN,0.59,2.29,-0.76,NaN,-0.05 
2024-11-13 00,0.9,NaN,0.59,2.28,-0.72,NaN,-0.05 
2024-11-13 01,0.87,NaN,0.59,2.27,-0.18,NaN,-0.06 
2024-11-13 02,0.86,NaN,0.59,2.27,0.34,NaN,-0.06 
2024-11-13 03,0.85,NaN,0.58,2.26,0.7,NaN,-0.07 
2024-11-13 04,0.84,NaN,0.58,2.26,0.82,NaN,-0.07 
2024-11-13 05,0.83,NaN,0.58,2.25,0.79,NaN,-0.08 
2024-11-13 06,0.82,NaN,0.58,2.24,0.59,NaN,-0.07 
2024-11-13 07,0.82,NaN,0.58,2.24,0.28,NaN,-0.07 
2024-11-13 08,0.81,NaN,0.58,2.23,0.03,NaN,-0.08 
2024-11-13 09,0.81,NaN,0.58,2.23,-0.13,NaN,-0.08 
2024-11-13 10,0.8,NaN,0.58,2.22,-0.57,NaN,-0.08 
2024-11-13 11,0.8,NaN,0.58,2.22,-0.76,NaN,-0.09 
2024-11-13 12,0.8,NaN,0.58,2.21,-0.63,NaN,-0.09 
2024-11-13 13,0.79,NaN,0.58,2.21,-0.09,NaN,-0.09 
2024-11-13 14,0.78,NaN,0.58,2.2,0.39,NaN,-0.1 
2024-11-13 15,0.77,NaN,0.58,2.2,0.77,NaN,-0.1 
2024-11-13 16,0.77,NaN,0.58,2.19,0.93,NaN,-0.1 
2024-11-13 17,0.76,NaN,0.58,2.19,0.95,NaN,-0.1 
2024-11-13 18,0.76,NaN,0.58,2.18,0.9,NaN,-0.1 
2024-11-13 19,0.76,NaN,0.57,2.17,0.61,NaN,-0.09 
2024-11-13 20,0.76,NaN,0.57,2.17,0.26,NaN,-0.09 
2024-11-13 21,0.76,NaN,0.57,2.17,-0.06,NaN,-0.1 
2024-11-13 22,0.76,NaN,0.57,2.16,-0.36,NaN,-0.1 
2024-11-13 23,0.76,NaN,0.57,2.16,-0.64,NaN,-0.09 
2024-11-14 00,0.76,NaN,0.57,2.15,-0.83,NaN,-0.07 
2024-11-14 01,0.76,NaN,0.57,2.15,-0.79,NaN,-0.06 
2024-11-14 02,0.77,NaN,0.57,2.14,-0.16,NaN,-0.06 
2024-11-14 03,0.77,NaN,0.57,2.14,0.47,NaN,-0.07 
2024-11-14 04,0.76,NaN,0.57,2.13,0.78,NaN,-0.08 
2024-11-14 05,0.77,NaN,0.57,2.13,0.89,NaN,-0.09 
2024-11-14 06,NaN,NaN,0.57,2.12,0.85,NaN,-0.09 
2024-11-14 07,0.76,NaN,0.57,2.12,0.64,NaN,-0.09 
2024-11-14 08,0.77,NaN,0.57,2.11,0.3,NaN,-0.1 
2024-11-14 09,0.76,NaN,0.57,2.11,-0.02,NaN,-0.1 
2024-11-14 10,0.76,NaN,0.56,2.1,-0.31,NaN,-0.11 
2024-11-14 11,0.76,NaN,0.56,2.1,-0.58,NaN,-0.11 
2024-11-14 12,0.76,NaN,0.56,2.09,-0.77,NaN,-0.12 
2024-11-14 13,0.76,NaN,0.56,2.09,-0.67,NaN,-0.12 
2024-11-14 14,0.76,NaN,0.56,2.09,0.03,NaN,-0.12 
2024-11-14 15,0.75,NaN,0.56,2.08,0.58,NaN,-0.13 
2024-11-14 16,0.75,NaN,0.56,2.08,0.88,NaN,-0.13 
2024-11-14 17,0.75,NaN,0.55,2.07,1,NaN,-0.13 
2024-11-14 18,0.74,NaN,0.55,2.06,1.03,NaN,-0.13 
2024-11-14 19,0.76,NaN,0.55,2.06,0.88,NaN,-0.11 
2024-11-14 20,0.76,NaN,0.55,2.06,0.52,NaN,-0.11 
2024-11-14 21,0.77,NaN,0.55,2.05,0.18,NaN,-0.12 
2024-11-14 22,0.78,NaN,0.54,2.05,-0.12,NaN,-0.13 
2024-11-14 23,0.78,NaN,0.54,2.04,-0.38,NaN,-0.13 
2024-11-15 00,0.8,NaN,0.54,2.04,-0.65,NaN,-0.14 
2024-11-15 01,0.82,NaN,0.54,2.03,-0.86,NaN,-0.14 
2024-11-15 02,0.82,NaN,0.53,2.03,-0.84,NaN,-0.15 
2024-11-15 03,0.82,NaN,0.53,2.03,-0.04,NaN,-0.15 
2024-11-15 04,0.82,NaN,0.53,2.02,0.51,NaN,-0.15 
2024-11-15 05,0.82,NaN,0.53,2.02,0.82,NaN,-0.16 
2024-11-15 06,0.82,NaN,0.53,2.01,0.92,NaN,-0.16 
2024-11-15 07,0.82,NaN,0.52,2.01,0.91,NaN,-0.16 
2024-11-15 08,0.83,NaN,0.52,2,0.69,NaN,-0.15 
2024-11-15 09,0.83,NaN,0.52,2,0.36,NaN,-0.15 
2024-11-15 10,0.83,NaN,0.52,1.99,0.01,NaN,-0.15 
2024-11-15 11,0.83,NaN,0.52,1.99,-0.28,NaN,-0.16 
2024-11-15 12,0.85,NaN,0.51,1.98,-0.53,NaN,-0.16 
2024-11-15 13,0.88,NaN,0.51,1.98,-0.66,NaN,-0.16 
2024-11-15 14,0.9,NaN,0.52,1.98,-0.28,NaN,-0.16 
2024-11-15 15,0.89,NaN,0.52,1.97,0.41,NaN,-0.16 
2024-11-15 16,0.89,NaN,0.51,1.97,0.81,NaN,-0.16 
2024-11-15 17,NaN,NaN,NaN,NaN,NaN,NaN,NaN 
2024-11-15 18,0.89,NaN,0.51,1.96,1.07,NaN,-0.17 
2024-11-15 19,0.9,NaN,0.5,1.95,1.09,NaN,-0.16 
2024-11-15 20,0.91,NaN,0.5,1.95,0.9,NaN,-0.13 
2024-11-15 21,0.92,NaN,0.5,1.95,0.56,NaN,-0.13 
2024-11-15 22,0.92,NaN,0.5,1.94,0.25,NaN,-0.15 
2024-11-15 23,0.91,NaN,0.49,1.94,-0.05,NaN,-0.16 
2024-11-16 00,0.91,NaN,0.49,1.94,-0.32,NaN,-0.17 
2024-11-16 01,0.91,NaN,0.49,1.93,-0.58,NaN,-0.18 
2024-11-16 02,0.91,NaN,0.48,1.93,-0.78,NaN,-0.18 
2024-11-16 03,0.91,NaN,0.48,1.93,-0.69,NaN,-0.19 
2024-11-16 04,0.92,NaN,0.48,1.92,0.15,NaN,-0.19 
2024-11-16 05,0.91,NaN,0.47,1.92,0.6,NaN,-0.19 
2024-11-16 06,0.91,NaN,0.47,1.91,0.89,NaN,-0.19 
2024-11-16 07,0.91,NaN,0.47,1.91,0.99,NaN,-0.2 
2024-11-16 08,0.9,NaN,0.47,1.91,0.95,NaN,-0.19 
2024-11-16 09,0.91,NaN,0.47,1.9,0.71,NaN,-0.18 
2024-11-16 10,0.9,NaN,0.47,1.9,0.4,NaN,-0.18 
2024-11-16 11,0.9,NaN,0.47,1.89,0.08,NaN,-0.19 
2024-11-16 12,0.91,NaN,0.47,1.89,-0.15,NaN,-0.19 
2024-11-16 13,0.91,NaN,0.47,1.89,-0.35,NaN,-0.2 
2024-11-16 14,0.91,NaN,0.47,1.88,-0.4,NaN,-0.2 
2024-11-16 15,0.92,NaN,0.47,1.88,0.15,NaN,-0.19 
2024-11-16 16,0.93,NaN,0.47,1.88,0.7,NaN,-0.18 
2024-11-16 17,0.96,NaN,0.49,1.87,0.97,NaN,-0.18 
2024-11-16 18,1.17,NaN,0.47,1.87,1.1,NaN,-0.18 
2024-11-16 19,1.8,NaN,0.49,1.86,1.18,NaN,-0.17 
2024-11-16 20,1.86,NaN,0.5,1.86,1.21,NaN,-0.09 
2024-11-16 21,1.81,NaN,0.49,1.86,1.09,NaN,-0.06 
2024-11-16 22,1.8,NaN,0.51,1.85,0.8,NaN,-0.07 
2024-11-16 23,1.77,NaN,0.51,1.85,0.52,NaN,-0.07 
2024-11-17 00,1.9,NaN,0.54,1.85,0.3,NaN,-0.07 
2024-11-17 01,1.97,NaN,0.58,1.85,0.11,NaN,-0.01 
2024-11-17 02,2.34,NaN,0.6,1.85,-0.03,NaN,0.06 
2024-11-17 03,2.89,NaN,0.58,1.87,-0.1,NaN,0.1 
2024-11-17 04,3.04,NaN,0.61,1.91,0.12,NaN,0.18 
2024-11-17 05,2.98,NaN,0.65,2,0.35,NaN,0.39 
2024-11-17 06,2.74,NaN,0.64,2.09,0.51,NaN,0.7 
2024-11-17 07,2.49,NaN,0.66,2.2,0.69,NaN,1.19 
2024-11-17 08,2.29,NaN,0.68,2.31,0.76,NaN,1.87 
2024-11-17 09,2.36,NaN,0.69,2.4,0.68,NaN,2.81 
2024-11-17 10,2.53,NaN,0.69,2.49,0.52,NaN,4.02 
2024-11-17 11,2.47,NaN,0.7,2.56,0.36,NaN,4.95 
2024-11-17 12,2.19,NaN,0.69,2.62,0.22,NaN,5.63 
2024-11-17 13,1.99,NaN,0.69,2.66,0.13,NaN,6.08 
2024-11-17 14,1.84,NaN,0.69,2.7,0.06,NaN,6.41 
2024-11-17 15,1.72,NaN,0.69,2.73,0.06,NaN,6.52 
2024-11-17 16,1.6,NaN,0.69,2.75,0.24,NaN,6.38 
2024-11-17 17,1.53,NaN,0.68,2.77,0.72,NaN,6.09 
2024-11-17 18,1.48,NaN,0.68,2.78,0.99,NaN,5.7 
2024-11-17 19,1.42,NaN,0.68,2.79,1.06,NaN,5.23 
2024-11-17 20,1.38,NaN,0.68,2.8,1.01,NaN,4.75 
2024-11-17 21,1.35,NaN,0.68,2.81,0.87,NaN,4.26 
2024-11-17 22,1.31,NaN,0.67,2.81,0.7,NaN,3.8 
2024-11-17 23,1.28,NaN,0.67,2.81,0.49,NaN,3.38 
